Date,DateKey,Year,Quarter,Month,MonthName,Day,DayOfWeek,DayName,WeekOfYear,IsWeekend,IsMonthEnd,IsQuarterEnd,IsYearEnd
2012-04-05 08:26:00,20120405,2012,2,4,April,5,3,Thursday,14,False,False,False,False
2012-04-06 08:26:00,20120406,2012,2,4,April,6,4,Friday,14,False,False,False,False
2012-04-07 08:26:00,20120407,2012,2,4,April,7,5,Saturday,14,True,False,False,False
2012-04-08 08:26:00,20120408,2012,2,4,April,8,6,Sunday,14,True,False,False,False
2012-04-09 08:26:00,20120409,2012,2,4,April,9,0,Monday,15,False,False,False,False
2012-04-10 08:26:00,20120410,2012,2,4,April,10,1,Tuesday,15,False,False,False,False
2012-04-11 08:26:00,20120411,2012,2,4,April,11,2,Wednesday,15,False,False,False,False
2012-04-12 08:26:00,20120412,2012,2,4,April,12,3,Thursday,15,False,False,False,False
2012-04-13 08:26:00,20120413,2012,2,4,April,13,4,Friday,15,False,False,False,False
2012-04-14 08:26:00,20120414,2012,2,4,April,14,5,Saturday,15,True,False,False,False
2012-04-15 08:26:00,20120415,2012,2,4,April,15,6,Sunday,15,True,False,False,False
2012-04-16 08:26:00,20120416,2012,2,4,April,16,0,Monday,16,False,False,False,False
2012-04-17 08:26:00,20120417,2012,2,4,April,17,1,Tuesday,16,False,False,False,False
2012-04-18 08:26:00,20120418,2012,2,4,April,18,2,Wednesday,16,False,False,False,False
2012-04-19 08:26:00,20120419,2012,2,4,April,19,3,Thursday,16,False,False,False,False
2012-04-20 08:26:00,20120420,2012,2,4,April,20,4,Friday,16,False,False,False,False
2012-04-21 08:26:00,20120421,2012,2,4,April,21,5,Saturday,16,True,False,False,False
2012-04-22 08:26:00,20120422,2012,2,4,April,22,6,Sunday,16,True,False,False,False
2012-04-23 08:26:00,20120423,2012,2,4,April,23,0,Monday,17,False,False,False,False
2012-04-24 08:26:00,20120424,2012,2,4,April,24,1,Tuesday,17,False,False,False,False
2012-04-25 08:26:00,20120425,2012,2,4,April,25,2,Wednesday,17,False,False,False,False
2012-04-26 08:26:00,20120426,2012,2,4,April,26,3,Thursday,17,False,False,False,False
2012-04-27 08:26:00,20120427,2012,2,4,April,27,4,Friday,17,False,False,False,False
2012-04-28 08:26:00,20120428,2012,2,4,April,28,5,Saturday,17,True,False,False,False
2012-04-29 08:26:00,20120429,2012,2,4,April,29,6,Sunday,17,True,False,False,False
2012-04-30 08:26:00,20120430,2012,2,4,April,30,0,Monday,18,False,True,False,False
2012-05-01 08:26:00,20120501,2012,2,5,May,1,1,Tuesday,18,False,False,False,False
2012-05-02 08:26:00,20120502,2012,2,5,May,2,2,Wednesday,18,False,False,False,False
2012-05-03 08:26:00,20120503,2012,2,5,May,3,3,Thursday,18,False,False,False,False
2012-05-04 08:26:00,20120504,2012,2,5,May,4,4,Friday,18,False,False,False,False
2012-05-05 08:26:00,20120505,2012,2,5,May,5,5,Saturday,18,True,False,False,False
2012-05-06 08:26:00,20120506,2012,2,5,May,6,6,Sunday,18,True,False,False,False
2012-05-07 08:26:00,20120507,2012,2,5,May,7,0,Monday,19,False,False,False,False
2012-05-08 08:26:00,20120508,2012,2,5,May,8,1,Tuesday,19,False,False,False,False
2012-05-09 08:26:00,20120509,2012,2,5,May,9,2,Wednesday,19,False,False,False,False
2012-05-10 08:26:00,20120510,2012,2,5,May,10,3,Thursday,19,False,False,False,False
2012-05-11 08:26:00,20120511,2012,2,5,May,11,4,Friday,19,False,False,False,False
2012-05-12 08:26:00,20120512,2012,2,5,May,12,5,Saturday,19,True,False,False,False
2012-05-13 08:26:00,20120513,2012,2,5,May,13,6,Sunday,19,True,False,False,False
2012-05-14 08:26:00,20120514,2012,2,5,May,14,0,Monday,20,False,False,False,False
2012-05-15 08:26:00,20120515,2012,2,5,May,15,1,Tuesday,20,False,False,False,False
2012-05-16 08:26:00,20120516,2012,2,5,May,16,2,Wednesday,20,False,False,False,False
2012-05-17 08:26:00,20120517,2012,2,5,May,17,3,Thursday,20,False,False,False,False
2012-05-18 08:26:00,20120518,2012,2,5,May,18,4,Friday,20,False,False,False,False
2012-05-19 08:26:00,20120519,2012,2,5,May,19,5,Saturday,20,True,False,False,False
2012-05-20 08:26:00,20120520,2012,2,5,May,20,6,Sunday,20,True,False,False,False
2012-05-21 08:26:00,20120521,2012,2,5,May,21,0,Monday,21,False,False,False,False
2012-05-22 08:26:00,20120522,2012,2,5,May,22,1,Tuesday,21,False,False,False,False
2012-05-23 08:26:00,20120523,2012,2,5,May,23,2,Wednesday,21,False,False,False,False
2012-05-24 08:26:00,20120524,2012,2,5,May,24,3,Thursday,21,False,False,False,False
2012-05-25 08:26:00,20120525,2012,2,5,May,25,4,Friday,21,False,False,False,False
2012-05-26 08:26:00,20120526,2012,2,5,May,26,5,Saturday,21,True,False,False,False
2012-05-27 08:26:00,20120527,2012,2,5,May,27,6,Sunday,21,True,False,False,False
2012-05-28 08:26:00,20120528,2012,2,5,May,28,0,Monday,22,False,False,False,False
2012-05-29 08:26:00,20120529,2012,2,5,May,29,1,Tuesday,22,False,False,False,False
2012-05-30 08:26:00,20120530,2012,2,5,May,30,2,Wednesday,22,False,False,False,False
2012-05-31 08:26:00,20120531,2012,2,5,May,31,3,Thursday,22,False,True,False,False
2012-06-01 08:26:00,20120601,2012,2,6,June,1,4,Friday,22,False,False,False,False
2012-06-02 08:26:00,20120602,2012,2,6,June,2,5,Saturday,22,True,False,False,False
2012-06-03 08:26:00,20120603,2012,2,6,June,3,6,Sunday,22,True,False,False,False
2012-06-04 08:26:00,20120604,2012,2,6,June,4,0,Monday,23,False,False,False,False
2012-06-05 08:26:00,20120605,2012,2,6,June,5,1,Tuesday,23,False,False,False,False
2012-06-06 08:26:00,20120606,2012,2,6,June,6,2,Wednesday,23,False,False,False,False
2012-06-07 08:26:00,20120607,2012,2,6,June,7,3,Thursday,23,False,False,False,False
2012-06-08 08:26:00,20120608,2012,2,6,June,8,4,Friday,23,False,False,False,False
2012-06-09 08:26:00,20120609,2012,2,6,June,9,5,Saturday,23,True,False,False,False
2012-06-10 08:26:00,20120610,2012,2,6,June,10,6,Sunday,23,True,False,False,False
2012-06-11 08:26:00,20120611,2012,2,6,June,11,0,Monday,24,False,False,False,False
2012-06-12 08:26:00,20120612,2012,2,6,June,12,1,Tuesday,24,False,False,False,False
2012-06-13 08:26:00,20120613,2012,2,6,June,13,2,Wednesday,24,False,False,False,False
2012-06-14 08:26:00,20120614,2012,2,6,June,14,3,Thursday,24,False,False,False,False
2012-06-15 08:26:00,20120615,2012,2,6,June,15,4,Friday,24,False,False,False,False
2012-06-16 08:26:00,20120616,2012,2,6,June,16,5,Saturday,24,True,False,False,False
2012-06-17 08:26:00,20120617,2012,2,6,June,17,6,Sunday,24,True,False,False,False
2012-06-18 08:26:00,20120618,2012,2,6,June,18,0,Monday,25,False,False,False,False
2012-06-19 08:26:00,20120619,2012,2,6,June,19,1,Tuesday,25,False,False,False,False
2012-06-20 08:26:00,20120620,2012,2,6,June,20,2,Wednesday,25,False,False,False,False
2012-06-21 08:26:00,20120621,2012,2,6,June,21,3,Thursday,25,False,False,False,False
2012-06-22 08:26:00,20120622,2012,2,6,June,22,4,Friday,25,False,False,False,False
2012-06-23 08:26:00,20120623,2012,2,6,June,23,5,Saturday,25,True,False,False,False
2012-06-24 08:26:00,20120624,2012,2,6,June,24,6,Sunday,25,True,False,False,False
2012-06-25 08:26:00,20120625,2012,2,6,June,25,0,Monday,26,False,False,False,False
2012-06-26 08:26:00,20120626,2012,2,6,June,26,1,Tuesday,26,False,False,False,False
2012-06-27 08:26:00,20120627,2012,2,6,June,27,2,Wednesday,26,False,False,False,False
2012-06-28 08:26:00,20120628,2012,2,6,June,28,3,Thursday,26,False,False,False,False
2012-06-29 08:26:00,20120629,2012,2,6,June,29,4,Friday,26,False,False,False,False
2012-06-30 08:26:00,20120630,2012,2,6,June,30,5,Saturday,26,True,True,True,False
2012-07-01 08:26:00,20120701,2012,3,7,July,1,6,Sunday,26,True,False,False,False
2012-07-02 08:26:00,20120702,2012,3,7,July,2,0,Monday,27,False,False,False,False
2012-07-03 08:26:00,20120703,2012,3,7,July,3,1,Tuesday,27,False,False,False,False
2012-07-04 08:26:00,20120704,2012,3,7,July,4,2,Wednesday,27,False,False,False,False
2012-07-05 08:26:00,20120705,2012,3,7,July,5,3,Thursday,27,False,False,False,False
2012-07-06 08:26:00,20120706,2012,3,7,July,6,4,Friday,27,False,False,False,False
2012-07-07 08:26:00,20120707,2012,3,7,July,7,5,Saturday,27,True,False,False,False
2012-07-08 08:26:00,20120708,2012,3,7,July,8,6,Sunday,27,True,False,False,False
2012-07-09 08:26:00,20120709,2012,3,7,July,9,0,Monday,28,False,False,False,False
2012-07-10 08:26:00,20120710,2012,3,7,July,10,1,Tuesday,28,False,False,False,False
2012-07-11 08:26:00,20120711,2012,3,7,July,11,2,Wednesday,28,False,False,False,False
2012-07-12 08:26:00,20120712,2012,3,7,July,12,3,Thursday,28,False,False,False,False
2012-07-13 08:26:00,20120713,2012,3,7,July,13,4,Friday,28,False,False,False,False
2012-07-14 08:26:00,20120714,2012,3,7,July,14,5,Saturday,28,True,False,False,False
2012-07-15 08:26:00,20120715,2012,3,7,July,15,6,Sunday,28,True,False,False,False
2012-07-16 08:26:00,20120716,2012,3,7,July,16,0,Monday,29,False,False,False,False
2012-07-17 08:26:00,20120717,2012,3,7,July,17,1,Tuesday,29,False,False,False,False
2012-07-18 08:26:00,20120718,2012,3,7,July,18,2,Wednesday,29,False,False,False,False
2012-07-19 08:26:00,20120719,2012,3,7,July,19,3,Thursday,29,False,False,False,False
2012-07-20 08:26:00,20120720,2012,3,7,July,20,4,Friday,29,False,False,False,False
2012-07-21 08:26:00,20120721,2012,3,7,July,21,5,Saturday,29,True,False,False,False
2012-07-22 08:26:00,20120722,2012,3,7,July,22,6,Sunday,29,True,False,False,False
2012-07-23 08:26:00,20120723,2012,3,7,July,23,0,Monday,30,False,False,False,False
2012-07-24 08:26:00,20120724,2012,3,7,July,24,1,Tuesday,30,False,False,False,False
2012-07-25 08:26:00,20120725,2012,3,7,July,25,2,Wednesday,30,False,False,False,False
2012-07-26 08:26:00,20120726,2012,3,7,July,26,3,Thursday,30,False,False,False,False
2012-07-27 08:26:00,20120727,2012,3,7,July,27,4,Friday,30,False,False,False,False
2012-07-28 08:26:00,20120728,2012,3,7,July,28,5,Saturday,30,True,False,False,False
2012-07-29 08:26:00,20120729,2012,3,7,July,29,6,Sunday,30,True,False,False,False
2012-07-30 08:26:00,20120730,2012,3,7,July,30,0,Monday,31,False,False,False,False
2012-07-31 08:26:00,20120731,2012,3,7,July,31,1,Tuesday,31,False,True,False,False
2012-08-01 08:26:00,20120801,2012,3,8,August,1,2,Wednesday,31,False,False,False,False
2012-08-02 08:26:00,20120802,2012,3,8,August,2,3,Thursday,31,False,False,False,False
2012-08-03 08:26:00,20120803,2012,3,8,August,3,4,Friday,31,False,False,False,False
2012-08-04 08:26:00,20120804,2012,3,8,August,4,5,Saturday,31,True,False,False,False
2012-08-05 08:26:00,20120805,2012,3,8,August,5,6,Sunday,31,True,False,False,False
2012-08-06 08:26:00,20120806,2012,3,8,August,6,0,Monday,32,False,False,False,False
2012-08-07 08:26:00,20120807,2012,3,8,August,7,1,Tuesday,32,False,False,False,False
2012-08-08 08:26:00,20120808,2012,3,8,August,8,2,Wednesday,32,False,False,False,False
2012-08-09 08:26:00,20120809,2012,3,8,August,9,3,Thursday,32,False,False,False,False
2012-08-10 08:26:00,20120810,2012,3,8,August,10,4,Friday,32,False,False,False,False
2012-08-11 08:26:00,20120811,2012,3,8,August,11,5,Saturday,32,True,False,False,False
2012-08-12 08:26:00,20120812,2012,3,8,August,12,6,Sunday,32,True,False,False,False
2012-08-13 08:26:00,20120813,2012,3,8,August,13,0,Monday,33,False,False,False,False
2012-08-14 08:26:00,20120814,2012,3,8,August,14,1,Tuesday,33,False,False,False,False
2012-08-15 08:26:00,20120815,2012,3,8,August,15,2,Wednesday,33,False,False,False,False
2012-08-16 08:26:00,20120816,2012,3,8,August,16,3,Thursday,33,False,False,False,False
2012-08-17 08:26:00,20120817,2012,3,8,August,17,4,Friday,33,False,False,False,False
2012-08-18 08:26:00,20120818,2012,3,8,August,18,5,Saturday,33,True,False,False,False
2012-08-19 08:26:00,20120819,2012,3,8,August,19,6,Sunday,33,True,False,False,False
2012-08-20 08:26:00,20120820,2012,3,8,August,20,0,Monday,34,False,False,False,False
2012-08-21 08:26:00,20120821,2012,3,8,August,21,1,Tuesday,34,False,False,False,False
2012-08-22 08:26:00,20120822,2012,3,8,August,22,2,Wednesday,34,False,False,False,False
2012-08-23 08:26:00,20120823,2012,3,8,August,23,3,Thursday,34,False,False,False,False
2012-08-24 08:26:00,20120824,2012,3,8,August,24,4,Friday,34,False,False,False,False
2012-08-25 08:26:00,20120825,2012,3,8,August,25,5,Saturday,34,True,False,False,False
2012-08-26 08:26:00,20120826,2012,3,8,August,26,6,Sunday,34,True,False,False,False
2012-08-27 08:26:00,20120827,2012,3,8,August,27,0,Monday,35,False,False,False,False
2012-08-28 08:26:00,20120828,2012,3,8,August,28,1,Tuesday,35,False,False,False,False
2012-08-29 08:26:00,20120829,2012,3,8,August,29,2,Wednesday,35,False,False,False,False
2012-08-30 08:26:00,20120830,2012,3,8,August,30,3,Thursday,35,False,False,False,False
2012-08-31 08:26:00,20120831,2012,3,8,August,31,4,Friday,35,False,True,False,False
2012-09-01 08:26:00,20120901,2012,3,9,September,1,5,Saturday,35,True,False,False,False
2012-09-02 08:26:00,20120902,2012,3,9,September,2,6,Sunday,35,True,False,False,False
2012-09-03 08:26:00,20120903,2012,3,9,September,3,0,Monday,36,False,False,False,False
2012-09-04 08:26:00,20120904,2012,3,9,September,4,1,Tuesday,36,False,False,False,False
2012-09-05 08:26:00,20120905,2012,3,9,September,5,2,Wednesday,36,False,False,False,False
2012-09-06 08:26:00,20120906,2012,3,9,September,6,3,Thursday,36,False,False,False,False
2012-09-07 08:26:00,20120907,2012,3,9,September,7,4,Friday,36,False,False,False,False
2012-09-08 08:26:00,20120908,2012,3,9,September,8,5,Saturday,36,True,False,False,False
2012-09-09 08:26:00,20120909,2012,3,9,September,9,6,Sunday,36,True,False,False,False
2012-09-10 08:26:00,20120910,2012,3,9,September,10,0,Monday,37,False,False,False,False
2012-09-11 08:26:00,20120911,2012,3,9,September,11,1,Tuesday,37,False,False,False,False
2012-09-12 08:26:00,20120912,2012,3,9,September,12,2,Wednesday,37,False,False,False,False
2012-09-13 08:26:00,20120913,2012,3,9,September,13,3,Thursday,37,False,False,False,False
2012-09-14 08:26:00,20120914,2012,3,9,September,14,4,Friday,37,False,False,False,False
2012-09-15 08:26:00,20120915,2012,3,9,September,15,5,Saturday,37,True,False,False,False
2012-09-16 08:26:00,20120916,2012,3,9,September,16,6,Sunday,37,True,False,False,False
2012-09-17 08:26:00,20120917,2012,3,9,September,17,0,Monday,38,False,False,False,False
2012-09-18 08:26:00,20120918,2012,3,9,September,18,1,Tuesday,38,False,False,False,False
2012-09-19 08:26:00,20120919,2012,3,9,September,19,2,Wednesday,38,False,False,False,False
2012-09-20 08:26:00,20120920,2012,3,9,September,20,3,Thursday,38,False,False,False,False
2012-09-21 08:26:00,20120921,2012,3,9,September,21,4,Friday,38,False,False,False,False
2012-09-22 08:26:00,20120922,2012,3,9,September,22,5,Saturday,38,True,False,False,False
2012-09-23 08:26:00,20120923,2012,3,9,September,23,6,Sunday,38,True,False,False,False
2012-09-24 08:26:00,20120924,2012,3,9,September,24,0,Monday,39,False,False,False,False
2012-09-25 08:26:00,20120925,2012,3,9,September,25,1,Tuesday,39,False,False,False,False
2012-09-26 08:26:00,20120926,2012,3,9,September,26,2,Wednesday,39,False,False,False,False
2012-09-27 08:26:00,20120927,2012,3,9,September,27,3,Thursday,39,False,False,False,False
2012-09-28 08:26:00,20120928,2012,3,9,September,28,4,Friday,39,False,False,False,False
2012-09-29 08:26:00,20120929,2012,3,9,September,29,5,Saturday,39,True,False,False,False
2012-09-30 08:26:00,20120930,2012,3,9,September,30,6,Sunday,39,True,True,True,False
2012-10-01 08:26:00,20121001,2012,4,10,October,1,0,Monday,40,False,False,False,False
2012-10-02 08:26:00,20121002,2012,4,10,October,2,1,Tuesday,40,False,False,False,False
2012-10-03 08:26:00,20121003,2012,4,10,October,3,2,Wednesday,40,False,False,False,False
2012-10-04 08:26:00,20121004,2012,4,10,October,4,3,Thursday,40,False,False,False,False
2012-10-05 08:26:00,20121005,2012,4,10,October,5,4,Friday,40,False,False,False,False
2012-10-06 08:26:00,20121006,2012,4,10,October,6,5,Saturday,40,True,False,False,False
2012-10-07 08:26:00,20121007,2012,4,10,October,7,6,Sunday,40,True,False,False,False
2012-10-08 08:26:00,20121008,2012,4,10,October,8,0,Monday,41,False,False,False,False
2012-10-09 08:26:00,20121009,2012,4,10,October,9,1,Tuesday,41,False,False,False,False
2012-10-10 08:26:00,20121010,2012,4,10,October,10,2,Wednesday,41,False,False,False,False
2012-10-11 08:26:00,20121011,2012,4,10,October,11,3,Thursday,41,False,False,False,False
2012-10-12 08:26:00,20121012,2012,4,10,October,12,4,Friday,41,False,False,False,False
2012-10-13 08:26:00,20121013,2012,4,10,October,13,5,Saturday,41,True,False,False,False
2012-10-14 08:26:00,20121014,2012,4,10,October,14,6,Sunday,41,True,False,False,False
2012-10-15 08:26:00,20121015,2012,4,10,October,15,0,Monday,42,False,False,False,False
2012-10-16 08:26:00,20121016,2012,4,10,October,16,1,Tuesday,42,False,False,False,False
2012-10-17 08:26:00,20121017,2012,4,10,October,17,2,Wednesday,42,False,False,False,False
2012-10-18 08:26:00,20121018,2012,4,10,October,18,3,Thursday,42,False,False,False,False
2012-10-19 08:26:00,20121019,2012,4,10,October,19,4,Friday,42,False,False,False,False
2012-10-20 08:26:00,20121020,2012,4,10,October,20,5,Saturday,42,True,False,False,False
2012-10-21 08:26:00,20121021,2012,4,10,October,21,6,Sunday,42,True,False,False,False
2012-10-22 08:26:00,20121022,2012,4,10,October,22,0,Monday,43,False,False,False,False
2012-10-23 08:26:00,20121023,2012,4,10,October,23,1,Tuesday,43,False,False,False,False
2012-10-24 08:26:00,20121024,2012,4,10,October,24,2,Wednesday,43,False,False,False,False
2012-10-25 08:26:00,20121025,2012,4,10,October,25,3,Thursday,43,False,False,False,False
2012-10-26 08:26:00,20121026,2012,4,10,October,26,4,Friday,43,False,False,False,False
2012-10-27 08:26:00,20121027,2012,4,10,October,27,5,Saturday,43,True,False,False,False
2012-10-28 08:26:00,20121028,2012,4,10,October,28,6,Sunday,43,True,False,False,False
2012-10-29 08:26:00,20121029,2012,4,10,October,29,0,Monday,44,False,False,False,False
2012-10-30 08:26:00,20121030,2012,4,10,October,30,1,Tuesday,44,False,False,False,False
2012-10-31 08:26:00,20121031,2012,4,10,October,31,2,Wednesday,44,False,True,False,False
2012-11-01 08:26:00,20121101,2012,4,11,November,1,3,Thursday,44,False,False,False,False
2012-11-02 08:26:00,20121102,2012,4,11,November,2,4,Friday,44,False,False,False,False
2012-11-03 08:26:00,20121103,2012,4,11,November,3,5,Saturday,44,True,False,False,False
2012-11-04 08:26:00,20121104,2012,4,11,November,4,6,Sunday,44,True,False,False,False
2012-11-05 08:26:00,20121105,2012,4,11,November,5,0,Monday,45,False,False,False,False
2012-11-06 08:26:00,20121106,2012,4,11,November,6,1,Tuesday,45,False,False,False,False
2012-11-07 08:26:00,20121107,2012,4,11,November,7,2,Wednesday,45,False,False,False,False
2012-11-08 08:26:00,20121108,2012,4,11,November,8,3,Thursday,45,False,False,False,False
2012-11-09 08:26:00,20121109,2012,4,11,November,9,4,Friday,45,False,False,False,False
2012-11-10 08:26:00,20121110,2012,4,11,November,10,5,Saturday,45,True,False,False,False
2012-11-11 08:26:00,20121111,2012,4,11,November,11,6,Sunday,45,True,False,False,False
2012-11-12 08:26:00,20121112,2012,4,11,November,12,0,Monday,46,False,False,False,False
2012-11-13 08:26:00,20121113,2012,4,11,November,13,1,Tuesday,46,False,False,False,False
2012-11-14 08:26:00,20121114,2012,4,11,November,14,2,Wednesday,46,False,False,False,False
2012-11-15 08:26:00,20121115,2012,4,11,November,15,3,Thursday,46,False,False,False,False
2012-11-16 08:26:00,20121116,2012,4,11,November,16,4,Friday,46,False,False,False,False
2012-11-17 08:26:00,20121117,2012,4,11,November,17,5,Saturday,46,True,False,False,False
2012-11-18 08:26:00,20121118,2012,4,11,November,18,6,Sunday,46,True,False,False,False
2012-11-19 08:26:00,20121119,2012,4,11,November,19,0,Monday,47,False,False,False,False
2012-11-20 08:26:00,20121120,2012,4,11,November,20,1,Tuesday,47,False,False,False,False
2012-11-21 08:26:00,20121121,2012,4,11,November,21,2,Wednesday,47,False,False,False,False
2012-11-22 08:26:00,20121122,2012,4,11,November,22,3,Thursday,47,False,False,False,False
2012-11-23 08:26:00,20121123,2012,4,11,November,23,4,Friday,47,False,False,False,False
2012-11-24 08:26:00,20121124,2012,4,11,November,24,5,Saturday,47,True,False,False,False
2012-11-25 08:26:00,20121125,2012,4,11,November,25,6,Sunday,47,True,False,False,False
2012-11-26 08:26:00,20121126,2012,4,11,November,26,0,Monday,48,False,False,False,False
2012-11-27 08:26:00,20121127,2012,4,11,November,27,1,Tuesday,48,False,False,False,False
2012-11-28 08:26:00,20121128,2012,4,11,November,28,2,Wednesday,48,False,False,False,False
2012-11-29 08:26:00,20121129,2012,4,11,November,29,3,Thursday,48,False,False,False,False
2012-11-30 08:26:00,20121130,2012,4,11,November,30,4,Friday,48,False,True,False,False
2012-12-01 08:26:00,20121201,2012,4,12,December,1,5,Saturday,48,True,False,False,False
2012-12-02 08:26:00,20121202,2012,4,12,December,2,6,Sunday,48,True,False,False,False
2012-12-03 08:26:00,20121203,2012,4,12,December,3,0,Monday,49,False,False,False,False
2012-12-04 08:26:00,20121204,2012,4,12,December,4,1,Tuesday,49,False,False,False,False
2012-12-05 08:26:00,20121205,2012,4,12,December,5,2,Wednesday,49,False,False,False,False
2012-12-06 08:26:00,20121206,2012,4,12,December,6,3,Thursday,49,False,False,False,False
2012-12-07 08:26:00,20121207,2012,4,12,December,7,4,Friday,49,False,False,False,False
2012-12-08 08:26:00,20121208,2012,4,12,December,8,5,Saturday,49,True,False,False,False
